Date received,Product,Sub-product,Issue,Sub-issue,Company,State,ZIP code,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?
2/3/2016,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"FirstSource Advantage, LLC",MO,63033,Consent not provided,Web,2/3/2016,Closed with explanation,Yes,No
1/11/2016,Credit reporting,,Incorrect information on credit report,Account status,Experian,FL,34952,N/A,Referral,1/15/2016,Closed with non-monetary relief,Yes,No
1/29/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,FL,33311,N/A,Postal mail,2/3/2016,Closed with non-monetary relief,Yes,No
1/29/2016,Bank account or service,Other bank product/service,Using a debit or ATM card,,JPMorgan Chase & Co.,FL,342XX,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/26/2016,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,"Network Services, Inc",MS,394XX,Consent provided,Web,1/26/2016,Untimely response,No,
1/21/2016,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,"Capio Partners, LLC",LA,70461,Consent not provided,Web,1/21/2016,Closed with non-monetary relief,Yes,No
1/21/2016,Consumer Loan,Installment loan,Shopping for a loan or lease,,BB&T Financial,GA,30047,Consent not provided,Web,1/27/2016,Closed with explanation,Yes,No
1/21/2016,Consumer Loan,Installment loan,Shopping for a loan or lease,,"First Investors Financial Services Group, Inc.",GA,300XX,Consent provided,Web,1/28/2016,Closed with explanation,Yes,Yes
1/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Pinnacle Credit Services, LLC",TX,761XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,Yes
1/11/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Citibank,MO,63106,N/A,Phone,1/12/2016,Closed with explanation,Yes,No
1/29/2016,Bank account or service,Checking account,Deposits and withdrawals,,Wells Fargo & Company,NY,107XX,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,The Receivable Management Services Corporation,PA,19142,N/A,Postal mail,1/15/2016,Closed with non-monetary relief,Yes,No
1/15/2016,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,Ocwen,MO,633XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,No
2/3/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,"TransUnion Intermediate Holdings, Inc.",FL,32011,Consent not provided,Web,2/3/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,Equifax,SD,57104,N/A,Postal mail,1/27/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Incorrect information on credit report,Public record,Experian,CA,90041,N/A,Postal mail,1/29/2016,Closed with explanation,Yes,No
1/21/2016,Bank account or service,Cashing a check without an account,Deposits and withdrawals,,Bank of America,AZ,851XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,No
1/29/2016,Credit reporting,,Credit monitoring or identity protection,Problem with fraud alerts,"TransUnion Intermediate Holdings, Inc.",VA,243XX,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/15/2016,Bank account or service,Checking account,Using a debit or ATM card,,BB&T Financial,NC,27103,N/A,Phone,1/15/2016,Closed with explanation,Yes,No
1/15/2016,Bank account or service,Checking account,Deposits and withdrawals,,USAA Savings,NJ,088XX,Consent provided,Web,1/15/2016,Closed with monetary relief,Yes,No
2/3/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Ocwen,CA,907XX,Consent provided,Web,2/3/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,CA,912XX,Consent provided,Web,1/21/2016,Closed with non-monetary relief,Yes,No
1/26/2016,Debt collection,I do not know,Communication tactics,Called after sent written cease of comm,Ally Financial Inc.,LA,70503,Consent not provided,Web,2/18/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,"Select Portfolio Servicing, Inc",NY,144XX,Consent provided,Web,1/21/2016,Closed with explanation,Yes,Yes
1/15/2016,Mortgage,Reverse mortgage,"Loan servicing, payments, escrow account",,Reverse Mortgage Solutions,CA,90405,N/A,Postal mail,1/20/2016,Closed,Yes,No
2/3/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,"Seterus, Inc.",NY,10507,Consent not provided,Web,2/3/2016,Closed with explanation,Yes,Yes
2/3/2016,Consumer Loan,Installment loan,Problems when you are unable to pay,,"3rd Generation, Inc.",NV,890XX,Consent provided,Web,2/3/2016,Closed with explanation,Yes,No
1/15/2016,Credit reporting,,Incorrect information on credit report,Personal information,"TransUnion Intermediate Holdings, Inc.",NC,27265,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"Caliber Home Loans, Inc",NC,27707,N/A,Referral,2/8/2016,Closed with non-monetary relief,Yes,No
1/21/2016,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Synchrony Financial,PA,18419,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,"TransUnion Intermediate Holdings, Inc.",NY,11229,Consent not provided,Web,1/21/2016,Closed with non-monetary relief,Yes,No
1/26/2016,Credit card,,Credit line increase/decrease,,Citibank,WI,53566,Consent not provided,Web,2/1/2016,Closed with explanation,Yes,No
1/26/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"GVA Holdings, LLC",VA,22920,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Conventional fixed mortgage,Settlement process and costs,,"Nationwide Biweekly Administration, Inc",NC,286XX,Consent provided,Web,1/20/2016,Closed with explanation,Yes,Yes
1/11/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,Bank of America,MD,21045,Consent not provided,Web,1/11/2016,Closed with explanation,Yes,Yes
1/15/2016,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,Synchrony Financial,GA,30339,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Personal information,"Credit Karma, Inc.",NC,28052,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Equifax,NY,10538,Consent not provided,Web,1/21/2016,Closed with explanation,Yes,No
1/21/2016,Credit reporting,,Incorrect information on credit report,Public record,Equifax,MA,019XX,Consent provided,Web,1/26/2016,Closed with explanation,Yes,No
1/29/2016,Bank account or service,Checking account,Deposits and withdrawals,,Bank of America,CA,91506,Consent not provided,Web,1/29/2016,Closed with explanation,Yes,No
2/3/2016,Credit reporting,,Incorrect information on credit report,Information is not mine,Experian,TN,38018,Consent not provided,Web,2/3/2016,Closed with non-monetary relief,Yes,No
1/15/2016,Bank account or service,Checking account,"Account opening, closing, or management",,USAA Savings,WA,980XX,Consent provided,Web,1/15/2016,Closed with non-monetary relief,Yes,No
1/15/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"PennyMac Loan Services, LLC",VA,238XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,No
12/17/2016,Consumer Loan,Vehicle loan,Managing the loan or lease,,GM Financial,NC,278XX,Consent provided,Web,12/17/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,CA,92545,N/A,Referral,1/20/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,JPMorgan Chase & Co.,GA,30234,N/A,Referral,2/8/2016,Closed with explanation,Yes,No
1/21/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not disclosed as an attempt to collect,Bank of America,GA,30168,N/A,Postal mail,1/27/2016,Closed with explanation,Yes,No
1/21/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"EOS Holdings, Inc.",CA,90011,N/A,Postal mail,1/28/2016,Closed with explanation,Yes,No
1/28/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Bank of America,CA,921XX,Consent provided,Web,1/28/2017,Closed with explanation,Yes,Yes
1/11/2016,Mortgage,Other mortgage,"Application, originator, mortgage broker",,Bank of America,OR,974XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,No
2/3/2016,Bank account or service,Checking account,"Account opening, closing, or management",,Wells Fargo & Company,CA,958XX,Consent provided,Web,2/3/2016,Closed with explanation,No,No
12/20/2013,Credit card,,Other,,TD Bank US Holding Company,CT,6804,N/A,Phone,1/3/2014,Closed with explanation,Yes,No
2/14/2017,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,"Optimum Outcomes, Inc.",TX,75686,,Web,2/17/2017,Closed with explanation,Yes,
2/6/2017,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,Citibank,CA,95476,N/A,Referral,2/9/2017,Closed with non-monetary relief,Yes,
11/22/2016,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,Wells Fargo & Company,CA,90277,Consent not provided,Web,11/22/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,NJ,8015,N/A,Referral,1/20/2016,Closed with explanation,Yes,No
1/26/2016,Credit card,,Identity theft / Fraud / Embezzlement,,Synchrony Financial,CT,6482,N/A,Phone,1/26/2016,Closed with non-monetary relief,Yes,No
2/3/2016,Credit card,,Identity theft / Fraud / Embezzlement,,Capital One,TX,761XX,Consent provided,Web,2/3/2016,Closed with non-monetary relief,Yes,No
1/11/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Wells Fargo & Company,NY,14201,Consent not provided,Web,1/11/2016,Closed with explanation,Yes,Yes
1/11/2016,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,Bank of America,CA,931XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,No
2/12/2017,Credit reporting,,Incorrect information on credit report,Account status,Experian,VA,23323,,Web,2/12/2017,In progress,Yes,
1/21/2016,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"Fenton & McGarvey Law Firm, P.S.C.",CO,800XX,Consent provided,Web,1/27/2016,Closed with explanation,Yes,No
1/15/2016,Bank account or service,Other bank product/service,"Account opening, closing, or management",,U.S. Bancorp,TN,37128,N/A,Referral,1/19/2016,Closed with explanation,Yes,No
1/11/2016,Credit reporting,,Incorrect information on credit report,Account terms,Experian,GA,314XX,Consent provided,Web,1/12/2016,Closed with explanation,Yes,No
1/26/2016,Credit card,,Identity theft / Fraud / Embezzlement,,"Colony Brands, Inc.",CA,95835,N/A,Referral,2/1/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,Medical Business Bureau,TX,787XX,Consent provided,Web,1/11/2016,Closed with explanation,Yes,No
2/3/2016,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,"Carrington Mortgage Holdings, LLC.",CO,802XX,Other,Web,2/3/2016,Closed with explanation,Yes,No
1/15/2016,Credit card,,Privacy,,"Admin Recovery, LLC",MA,1902,Consent not provided,Web,1/20/2016,Closed with explanation,Yes,No
1/21/2016,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,"Select Portfolio Servicing, Inc",FL,33432,N/A,Postal mail,1/28/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Incorrect information on credit report,Account status,Equifax,NJ,8043,N/A,Postal mail,1/26/2016,Closed with explanation,Yes,No
7/9/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,PHH Mortgage,FL,34685,N/A,Web,7/10/2013,Closed with explanation,Yes,Yes
1/29/2016,Credit reporting,,Incorrect information on credit report,Public record,"TransUnion Intermediate Holdings, Inc.",,,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"I.C. System, Inc.",TX,787XX,Other,Web,1/12/2016,Closed with explanation,Yes,No
1/21/2016,Debt collection,Federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,"Account Control Technology, Inc.",WA,99344,N/A,Referral,1/28/2016,Closed with explanation,Yes,No
1/21/2016,Debt collection,Federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,AES/PHEAA,WA,99344,N/A,Referral,1/29/2016,Closed with explanation,Yes,No
1/29/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Nationstar Mortgage,CA,94954,N/A,Phone,2/1/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,"TransUnion Intermediate Holdings, Inc.",TX,75010,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,Nationstar Mortgage,UT,840XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,No
1/26/2016,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,Equifax,TX,75010,Consent not provided,Web,1/26/2016,Closed with explanation,Yes,No
1/11/2016,Mortgage,Other mortgage,Other,,JPMorgan Chase & Co.,MA,2368,N/A,Referral,1/13/2016,Closed with explanation,Yes,Yes
2/3/2016,Consumer Loan,Vehicle loan,Taking out the loan or lease,,"Harley-Davidson Financial Services, Inc.",FL,32174,Consent not provided,Web,2/3/2016,Closed with explanation,Yes,No
1/29/2016,Credit reporting,,Incorrect information on credit report,Personal information,Equifax,FL,320XX,Consent provided,Web,1/29/2016,Closed with explanation,Yes,No
1/15/2016,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,Ocwen,CA,95120,Consent not provided,Web,1/15/2016,Closed with explanation,Yes,No
1/11/2016,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Viking Client Services, Inc.",FL,331XX,Consent provided,Web,1/15/2016,Closed with explanation,Yes,Yes
2/3/2016,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,Experian,MN,553XX,Consent provided,Web,2/3/2016,Closed with explanation,Yes,No
2/4/2016,Mortgage,Other mortgage,Other,,FCI Lender Services Inc.,NY,10701,N/A,Referral,2/5/2016,Closed with explanation,Yes,No
2/4/2016,Credit card,,Late fee,,Synchrony Financial,MI,48103,N/A,Referral,2/5/2016,Closed with explanation,Yes,No
